"country","local_id","global_id","type","day","month","year","participant_age","participant_gender","participant_occupation","participant_occ_detail","participant_education","participant_edu_length","participant_school_year","participant_nationality","hh_size","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","work_contacts","work_contacts_nr","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","diary_weight","dayofweek","weekday","holiday","cnt_count","household_id","survey_relationship","health_mobility","health_self_care","health_daily_activity","health_pain","health_fear","health_score","city_name_participant","city_zip_code","city_name","city_xcoord","city_ycoord","city_latitude","city_longitude","person_height","person_weight","residential_status","residential_status_other","residential_population","child_care_boolean","child_care_monday","child_care_tuesday","child_care_wednesday","child_care_thursday","child_care_friday","child_care_saturday","child_care_sunday","child_care_unknown","child_school","child_school_count","child_extracur_boyscout","child_extracur_sports_team","child_extracur_music_school","child_extracur_other","child_extracur_no","child_extracur_unknown","child_extracur_other_detail","occupation_detail_simid","elderly_at_work","occupation_public_health","occupation_public_health_function","severe_disease_self","severe_disease_family","severe_disease_caregiving","elderly_children","elderly_children_count","elderly_children_age","elderly_children_frequency","elderly_grandchildren","elderly_grandchildren_count","elderly_grandchildren_age","elderly_grandchildren_frequency","smoking","elderly_smoking","elderly_drinking_type","elderly_drinking_frequency","work_contacts_0_5","work_contacts_6_11","work_contacts_12_17","work_contacts_18_29","work_contacts_30_60","work_contacts_60plus","time_use_location_1","time_use_location_2","time_use_location_3","time_use_location_4","time_use_location_5","time_use_location_6","time_use_location_7","time_use_location_8","time_use_location_9","time_use_location_10","time_use_location_11","time_use_location_12","time_use_location_13","time_use_location_14","time_use_location_15","time_use_location_16","time_use_location_17","time_use_distance_1","time_use_distance_2","time_use_distance_3","time_use_distance_4","time_use_distance_5","time_use_distance_6","time_use_distance_7","time_use_distance_8","time_use_distance_9","time_use_distance_10","time_use_distance_11","time_use_distance_12","time_use_distance_13","time_use_distance_14","time_use_distance_15","time_use_distance_16","time_use_distance_17","uncommon_day","uncommon_day_reason","uncommon_day_other","contacts_unreported","public_transport_bus","public_transport_train","public_transport_other","hh_member_age_1","hh_member_age_2","hh_member_age_3","hh_member_age_4","hh_member_age_5","hh_member_age_6","hh_member_age_7","hh_member_age_8","hh_member_age_9","hh_member_age_10","hh_member_age_11","hh_member_age_12","hh_member_gender_1","hh_member_gender_2","hh_member_gender_3","hh_member_gender_4","hh_member_gender_5","hh_member_gender_6","hh_member_gender_7","hh_member_gender_8","hh_member_gender_9","hh_member_gender_10","hh_member_gender_11","hh_member_gender_12","hh_member_present_1","hh_member_present_2","hh_member_present_3","hh_member_present_4","hh_member_present_5","hh_member_present_6","hh_member_present_7","hh_member_present_8","hh_member_present_9","hh_member_present_10","hh_member_present_11","hh_member_present_12","animal_ownership","animal_touching","animal_ownership_cat","animal_ownership_dog","animal_ownership_horse","animal_ownership_chicken","animal_ownership_turkey","animal_ownership_sheep","animal_ownership_pigeon","animal_ownership_pig","animal_ownership_cow","animal_ownership_fish","animal_ownership_other","animal_touching_cat","animal_touching_dog","animal_touching_horse","animal_touching_chicken","animal_touching_turkey","animal_touching_sheep","animal_touching_pigeon","animal_touching_pig","animal_touching_cow","animal_touching_fish","animal_touching_other","hh_parental_type","problem_flag","individual_survey"
"BE",19607,78428,1,17,11,2010,47,"M",1,NA,4,NA,NA,"BE",4,13,15,48,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",25,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,3,"Y","N",49,19607,NA,2,2,2,2,1,64,"turnhout",2300,"Turnhout",190318,223857,51.3216509,4.9375577,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","Y","Y","N",1,4,4,4,4,7,4,4,4,5,1,7,7,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,2,2,1,1,1,1,"N",NA,NA,1,"N","N",NA,13,15,48,47,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",21748,86992,1,18,11,2010,53,"M",1,NA,4,NA,NA,"BE",2,63,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,4,"Y","N",18,21748,NA,1,1,1,1,1,97,"temse",9140,"Temse",139171,201626,51.12955,4.21275,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,4,4,4,5,8,7,7,7,7,7,7,5,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,"N",NA,NA,5,"N","N",NA,63,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",22259,89036,1,29,10,2010,51,"F",3,NA,3,NA,NA,"BE",3,23,51,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",7,22259,NA,1,1,1,1,1,100,"meise-wolvertem",1861,"Wolvertem",145720,182280,50.95088,4.30927,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,"Y",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,8,8,8,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,"Y",6,NA,1,"N","N",NA,23,51,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","Y",NA,"Y","N","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",25946,103784,1,17,11,2010,25,"F",1,NA,6,NA,NA,"BE",2,25,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",20,25946,NA,1,1,1,1,1,90,"zandhoven",2240,"Zandhoven",170329,211663,51.2021793,4.6554212,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"Y","vroedvrouw","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","Y","N","N",1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,"N",NA,NA,2,"N","N",NA,25,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",27902,111608,1,17,11,2010,52,"F",1,NA,6,NA,NA,"BE",5,52,51,30,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",25,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",37,27902,NA,1,1,1,1,1,89,"gent",9000,"Gent",104852,194017,51.0678307,3.7290914,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"N",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"N","N","N","Y","Y","N",1,4,4,4,4,7,7,4,4,4,7,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,52,51,30,9,7,NA,NA,NA,NA,NA,NA,NA,"F","M","F","F","F",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","N",NA,"Y","N","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",27905,111620,2,27,10,2010,14,"F",5,NA,1,NA,NA,"BE",5,14,16,18,47,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,3,"Y","N",36,27905,NA,1,1,1,1,1,90,"Bottelare",9820,"Merelbeke",106984,188344,50.9945496,3.7456402,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,1,1,1,1,7,7,5,1,7,1,1,1,1,2,2,2,2,1,1,1,1,3,3,3,1,1,1,1,1,"N",NA,NA,3,"N","N",NA,14,16,18,47,50,NA,NA,NA,NA,NA,NA,NA,"F","F","M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N","N","N","N","lieveheersbeestje",2,0,TRUE
"BE",29501,118004,3,15,11,2010,1,"F",6,NA,6,NA,NA,"BE",5,1,4,6,34,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",12,29501,NA,1,1,1,1,1,90,"antwerpen",2018,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,"Y","Y","Y","N","Y","Y","N","N","N",4,NA,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,1,4,6,34,42,NA,NA,NA,NA,NA,NA,NA,"F","M","F","F","M",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",31741,126964,1,27,10,2010,34,"F",1,NA,6,NA,NA,"BE",3,2,34,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,3,"Y","N",19,31741,NA,1,1,1,1,1,90,"merchtem",1785,"Merchtem",140389,183111,50.95842,4.23244,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"N","N","N","N","Y","N",1,5,3,3,3,3,7,3,3,3,3,5,1,5,5,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,"N",NA,NA,3,"N","N",NA,2,34,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",32126,128504,1,26,10,2010,69,"M",2,NA,6,NA,NA,"BE",2,68,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",17,32126,4,1,1,1,1,1,70,"mele",9420,"Erpe-Mere",120186,179306,50.914137,3.9568328,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"N","N",NA,NA,NA,NA,"Y",2,35,2,"Y",6,1,2,NA,5,2,5,NA,NA,NA,NA,NA,NA,1,8,8,8,1,1,8,8,8,8,8,8,6,6,6,1,1,1,1,1,2,1,1,3,3,3,3,3,3,1,1,1,1,1,"Y",6,NA,2,"N","N",NA,68,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","Y","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",33118,132472,1,25,10,2010,71,"M",2,NA,6,NA,NA,"BE",2,61,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",5,33118,4,1,1,1,1,1,99,"aalst",9300,"Aalst",126845,181003,50.937793,4.0409133,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"N","N",NA,NA,"Y",NA,"Y",2,34,5,"Y",1,2,5,NA,5,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,61,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",36037,144148,1,15,11,2010,44,"F",1,NA,5,NA,NA,"BE",3,18,47,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,1,"Y","N",54,36037,NA,1,1,2,2,1,88,"tielt",8700,"Tielt",76891,188365,51.0001519,3.3263821,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"Y","kleuterleidster","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Y","N","N","Y","Y","N",1,5,4,4,4,7,4,4,4,4,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,"N",NA,NA,3,"N","N",NA,18,47,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","Y",NA,"N","Y","N","N","N","N","N","N","N","N",NA,1,0,TRUE
"BE",36421,145684,1,28,10,2010,52,"F",1,NA,1,NA,NA,"BE",2,52,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","N",5,36421,NA,1,1,1,2,1,90,"beverlo",3581,"Beverlo",209640,197780,51.0873,5.21898,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,5,1,1,8,8,8,8,1,1,1,1,1,1,5,5,5,5,5,1,1,5,5,5,5,1,1,1,1,1,"Y",6,NA,1,"N","N",NA,52,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","Y","N","N","Y","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,TRUE
"BE",38226,152904,1,22,10,2010,78,"F",3,NA,4,NA,NA,"BE",1,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",2,38226,4,2,1,2,2,2,35,"wilrijk",2610,"Wilrijk",152380,206690,51.1683102,4.3942868,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"N","N",NA,"N","Y",NA,"Y",2,46,2,"Y",4,10,2,NA,4,2,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,TRUE
"BE",39743,158972,1,6,12,2010,87,"M",2,NA,3,NA,NA,"BE",1,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",0,39743,4,2,2,2,2,1,66,"Mechelen",2800,"Mechelen",157909,190864,51.0258791,4.4775365,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"N","N",NA,"N","Y","N","Y",9,64,2,"Y",15,8,3,NA,4,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Y",6,NA,1,"N","N",NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,TRUE
"BE",40026,160104,3,31,1,2011,3,"M",6,NA,5,NA,NA,"BE",3,3,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",6,40026,NA,1,1,1,1,1,80,"Vremde",2531,"Vremde",160820,207250,51.17486,4.52311,NA,NA,NA," ",NA,"Y","Y","Y","N","Y","Y","N","N","N",4,NA,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,3,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","N",NA,"Y","N","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",40027,160108,3,27,1,2011,3,"F",5,NA,6,NA,NA,"BE",4,0,3,30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,"Y",3,NA,"BE","N",NA,2,NA,NA,NA,4,"Y","N",19,40027,NA,1,1,1,1,1,100,"Langemark",8920,"Langemark-Poelkap",47951,179279,50.9135674,2.9200127,NA,NA,NA," ",NA,"Y","Y","N","N","Y","N","N","N","N",1,13,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,3,3,3,3,3,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"N",NA,NA,2,"N","N",NA,0,3,30,31,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",40028,160112,3,6,2,2011,3,"M",5,NA,6,NA,NA,"BE",4,0,31,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",9,40028,NA,1,1,1,1,1,90,"sint-Maria-Latem",9630,"Zwalm",105246,174350,50.8799184,3.7288705,NA,NA,NA," ",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,1,15,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,0,31,32,3,NA,NA,NA,NA,NA,NA,NA,NA,"F","F","M","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","N",NA,"Y","N","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",40029,160116,3,26,1,2011,3,"F",5,NA,5,NA,NA,"BE",4,1,3,28,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",29,40029,NA,1,1,1,1,1,NA,"SInt-Niklaas",9100,"Sint-Niklaas",133955,206104,51.1559033,4.1544255,NA,NA,NA," ",NA,"Y","Y","Y","N","Y","Y","N","N","N",1,19,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,1,3,28,31,NA,NA,NA,NA,NA,NA,NA,NA,"F","F","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","N","N","N","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",40030,160120,3,5,2,2011,4,"M",5,NA,6,NA,NA,"BE",4,2,4,31,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",6,40030,NA,1,2,2,2,1,41,"merksplas",2330,"Merksplas",184416,227698,51.3581903,4.8635474,NA,NA,NA," ",NA,"Y","N","N","Y","N","N","N","N","N",1,18,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"Y",1,NA,1,"N","N",NA,2,4,31,36,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","Y","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",40032,160128,3,2,2,2011,5,"M",5,NA,6,NA,NA,"BE",4,5,5,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,"Y",3,NA,"BE","N",NA,4,NA,NA,NA,3,"Y","N",28,40032,NA,1,2,1,1,1,NA," ",9230,"Wetteren",116101,188564,51.0028673,3.8896461,NA,NA,NA," ",NA,"Y","Y","Y","Y","Y","N","N","N","N",1,25,"N","Y","N","N","N","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2,2,1,8,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,"N",NA,NA,4,"N","N",NA,5,5,42,42,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","M","F",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","N","N","N","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
